customer_id,segment,uplift_score,predicted_clv,priority_score,allocated_budget,expected_gain,expected_roi
C005624,Sure Things,0.00154,5131735.06246983,0.619715,5000,7902.87,0.5806
C001763,Sure Things,0.001335,5125456.1092928,0.619316,5000,6842.48,0.3685
C009507,Persuadables,0.462878,789780.1468401959,0.619041,5000,365571.85,72.1144
C002753,Sure Things,0.001392,5117662.340011425,0.618901,5000,7123.79,0.4248
C017401,Persuadables,0.605261,119710.33814190367,0.618706,5000,72456.0,13.4912
C005385,Persuadables,0.625665,0.0,0.617353,5000,0.0,-1.0
C000868,Sure Things,0.022811,4963889.373326913,0.615933,5000,113231.28,21.6463
C007884,Sure Things,0.001392,5063505.125276173,0.615918,5000,7048.4,0.4097
C008958,Sure Things,0.0609,4780893.659098306,0.615637,5000,291156.42,57.2313
C004672,Sure Things,0.058667,4770315.062686739,0.614481,5000,279860.07,54.972
C002813,Sure Things,0.001376,5030711.659005623,0.614107,5000,6922.26,0.3845
C017464,Persuadables,0.528928,368998.8896277823,0.612829,5000,195173.84,38.0348
C006127,Sure Things,0.001376,5007120.199123753,0.612808,5000,6889.8,0.378
C002582,Sure Things,0.009964,4966532.738079972,0.612778,5000,49486.53,8.8973
C019559,Sure Things,0.003141,4985787.917330505,0.612086,5000,15660.36,2.1321
C018563,Sure Things,0.001392,4986024.267163005,0.61165,5000,6940.55,0.3881
C018876,Sure Things,0.001376,4966552.248965923,0.610573,5000,6833.98,0.3668
C001767,Sure Things,0.003488,4949077.470545014,0.610153,5000,17262.38,2.4525
C002726,Persuadables,0.581046,67766.57019243448,0.609623,5000,39375.49,6.8751
C017691,Sure Things,0.001376,4938100.837489857,0.609005,5000,6794.83,0.359
C007275,Persuadables,0.573018,91552.241849551,0.608871,5000,52461.08,9.4922
C009871,Persuadables,0.591474,0.0,0.608569,5000,0.0,-1.0
C012666,Sure Things,0.002768,4922286.123461187,0.608492,5000,13624.89,1.725
C012847,Persuadables,0.578142,59820.14564300283,0.60844,5000,34584.54,5.9169
C010183,Sure Things,0.001335,4927441.374133223,0.608408,5000,6578.13,0.3156
C004836,Sure Things,0.001392,4926956.708637868,0.608396,5000,6858.32,0.3717
C019397,Sure Things,0.001392,4923362.302899901,0.608198,5000,6853.32,0.3707
C018381,Sure Things,0.005258,4898651.978020745,0.60783,5000,25757.11,4.1514
C009304,Sure Things,0.001392,4907101.606182696,0.607302,5000,6830.69,0.3661
C009927,Sure Things,0.00138,4903021.214867235,0.607074,5000,6766.17,0.3532
C003260,Sure Things,0.001335,4901542.66598223,0.606981,5000,6543.56,0.3087
C002349,Sure Things,0.001392,4897404.158154251,0.606768,5000,6817.19,0.3634
C008431,Sure Things,0.001318,4895077.869576882,0.60662,5000,6451.71,0.2903
C015580,Sure Things,0.001392,4893474.937676975,0.606551,5000,6811.72,0.3623
C009009,Sure Things,0.001392,4892386.389707986,0.606491,5000,6810.2,0.362
C004402,Sure Things,0.001335,4890870.726489829,0.606393,5000,6529.31,0.3059
C008499,Sure Things,0.001376,4890128.814572956,0.606363,5000,6728.82,0.3458
C003996,Sure Things,0.001425,4888385.630872821,0.606279,5000,6965.95,0.3932
C004750,Persuadables,0.46104,566246.4796542367,0.606254,5000,261062.28,51.2125
C011076,Sure Things,0.001392,4884346.012097427,0.606048,5000,6799.01,0.3598
C004520,Sure Things,0.001392,4882380.705064588,0.60594,5000,6796.27,0.3593
C018735,Sure Things,0.001392,4880402.749643194,0.605831,5000,6793.52,0.3587
C006631,Sure Things,0.001376,4880001.2640327085,0.605805,5000,6714.88,0.343
C008332,Sure Things,0.054564,4631012.602471464,0.605753,5000,252686.57,49.5373
C006691,Sure Things,0.001335,4871539.319652204,0.605328,5000,6503.5,0.3007
C016824,Sure Things,0.001392,4870454.12465847,0.605283,5000,6779.67,0.3559
C008261,Sure Things,0.005651,4850562.211750809,0.605281,5000,27410.53,4.4821
C002957,Sure Things,0.001392,4869835.183490127,0.605249,5000,6778.81,0.3558
C005759,Sure Things,0.001374,4869883.5894522,0.605247,5000,6691.22,0.3382
C019496,Sure Things,0.001556,4867539.792843386,0.605165,5000,7573.89,0.5148
C011143,Sure Things,0.001392,4861985.128640769,0.604816,5000,6767.88,0.3536
C014840,Sure Things,0.001392,4861647.596389389,0.604798,5000,6767.41,0.3535
C003698,Sure Things,0.001392,4859109.208080194,0.604658,5000,6763.88,0.3528
C015356,Sure Things,0.001392,4854906.824341389,0.604426,5000,6758.03,0.3516
C006938,Sure Things,0.001392,4852442.889546932,0.604291,5000,6754.6,0.3509
C013255,Sure Things,0.001392,4851930.418702378,0.604263,5000,6753.89,0.3508
C005606,Sure Things,0.005605,4831975.152489636,0.604246,5000,27083.22,4.4166
C011230,Sure Things,0.001376,4848385.45656402,0.604063,5000,6671.38,0.3343
C011776,Sure Things,0.001392,4846897.092231866,0.603985,5000,6746.88,0.3494
C011283,Sure Things,0.000665,4847151.575751957,0.603812,5000,3223.36,-0.3553
C006505,Sure Things,0.003949,4830219.401508318,0.603723,5000,19074.54,2.8149
C015932,Sure Things,0.001392,4841253.071541052,0.603674,5000,6739.02,0.3478
C002982,Sure Things,0.001392,4838292.577308288,0.603511,5000,6734.9,0.347
C007866,Sure Things,0.001392,4833145.292529103,0.603228,5000,6727.74,0.3455
C015725,Persuadables,0.430851,650257.4077222216,0.603126,5000,280164.05,55.0328
C011155,Sure Things,0.001392,4828849.066850823,0.602991,5000,6721.76,0.3444
C018280,Persuadables,0.396459,807930.931487523,0.602977,5000,320311.49,63.0623
C008240,Sure Things,0.001376,4827950.037691459,0.602937,5000,6643.26,0.3287
C019549,Sure Things,0.001392,4826201.128869318,0.602845,5000,6718.07,0.3436
C010598,Sure Things,0.001397,4825208.243988184,0.602792,5000,6740.82,0.3482
C007349,Persuadables,0.420996,686514.7943036905,0.602592,5000,289019.98,56.804
C013590,Sure Things,0.001392,4819922.975707954,0.602499,5000,6709.33,0.3419
C017068,Sure Things,0.001392,4817105.074437794,0.602344,5000,6705.41,0.3411
C011931,Persuadables,0.499973,311294.6747332906,0.602211,5000,155638.93,30.1278
C008664,Sure Things,0.001391,4809095.200929597,0.601903,5000,6689.45,0.3379
C012463,Sure Things,0.000665,4804608.473322835,0.601469,5000,3195.06,-0.361
C018801,Sure Things,0.001392,4801104.705997344,0.601463,5000,6683.14,0.3366
C006744,Sure Things,0.001392,4795824.830149895,0.601172,5000,6675.79,0.3352
C018319,Sure Things,0.00154,4795060.200492983,0.601168,5000,7384.39,0.4769
C007143,Sure Things,0.001376,4792664.873579897,0.600994,5000,6594.71,0.3189
C016213,Sure Things,0.000959,4793387.613936663,0.600926,5000,4596.86,-0.0806
C000920,Sure Things,0.001392,4790137.286980254,0.600858,5000,6667.87,0.3336
C006084,Sure Things,0.001302,4789209.747308916,0.600784,5000,6235.55,0.2471
C012201,Persuadables,0.559305,6329.936986836174,0.600654,5000,3540.37,-0.2919
C002907,Sure Things,0.000673,4789020.491693036,0.600612,5000,3223.01,-0.3554
C006283,Sure Things,0.001392,4782998.081456458,0.600465,5000,6657.93,0.3316
C003530,Sure Things,0.001376,4782187.41026392,0.600416,5000,6580.29,0.3161
C003259,Sure Things,0.001392,4780861.794511788,0.600347,5000,6654.96,0.331
C005539,Sure Things,0.001376,4779090.064123602,0.600246,5000,6576.03,0.3152
C001990,Sure Things,0.001392,4778834.621457451,0.600236,5000,6652.14,0.3304
C005004,Sure Things,0.001645,4775233.798069157,0.600102,5000,7855.26,0.5711
C008094,Sure Things,0.001392,4773411.726555274,0.599937,5000,6644.59,0.3289
C004326,Sure Things,0.001392,4772275.636871342,0.599874,5000,6643.01,0.3286
C007022,Persuadables,0.495633,289090.19208172464,0.599873,5000,143282.64,27.6565
C010342,Sure Things,0.001592,4768550.432446434,0.599721,5000,7591.53,0.5183
C010508,Sure Things,0.002755,4761125.655092929,0.59961,5000,13116.9,1.6234
C015766,Sure Things,0.001376,4766430.004157674,0.599548,5000,6558.61,0.3117
C005471,Sure Things,0.001376,4766325.0498513775,0.599542,5000,6558.46,0.3117
C016827,Sure Things,0.001392,4765359.493981963,0.599493,5000,6633.38,0.3267
C001385,Sure Things,0.001376,4760832.181615004,0.59924,5000,6550.91,0.3102
C019669,Sure Things,0.001335,4760811.8425058415,0.599228,5000,6355.68,0.2711
C009693,Sure Things,0.329022,3231333.2803064934,0.599155,5000,1063179.74,211.6359
C006823,Sure Things,0.001312,4756140.439378811,0.598965,5000,6240.06,0.248
C017847,Sure Things,0.002752,4743731.886532789,0.598651,5000,13054.75,1.611
C010096,Sure Things,0.001392,4748801.381778124,0.598581,5000,6610.33,0.3221
C001996,Persuadables,0.364227,877988.9598888827,0.598556,5000,319787.28,62.9575
C011101,Sure Things,0.001392,4746187.086152345,0.598437,5000,6606.69,0.3213
C017995,Sure Things,0.001392,4745889.271280428,0.598421,5000,6606.28,0.3213
C018226,Sure Things,0.001335,4743226.371681979,0.598259,5000,6332.21,0.2664
C019098,Sure Things,0.001392,4739571.145940511,0.598073,5000,6597.48,0.3195
C007635,Sure Things,0.002752,4726483.218319279,0.597701,5000,13007.28,1.6015
C001426,Sure Things,0.002455,4726218.767694169,0.59761,5000,11602.87,1.3206
C008487,Sure Things,0.001392,4729419.233383488,0.597513,5000,6583.35,0.3167
C010218,Sure Things,0.001376,4728027.465261892,0.597433,5000,6505.77,0.3012
C007272,Sure Things,0.015154,4661979.396053661,0.597334,5000,70647.64,13.1295
C011873,Sure Things,0.001376,4724033.337732057,0.597213,5000,6500.27,0.3001
C015935,Sure Things,0.001392,4722400.898317211,0.597127,5000,6573.58,0.3147
C014766,Sure Things,0.001392,4720664.095450482,0.597031,5000,6571.16,0.3142
C008247,Sure Things,0.002768,4713322.441036006,0.59698,5000,13046.48,1.6093
C011455,Sure Things,0.001392,4718654.870416373,0.59692,5000,6568.37,0.3137
C007383,Sure Things,0.000665,4721176.612881397,0.596873,5000,3139.58,-0.3721
C013460,Sure Things,0.001376,4716190.970272211,0.596781,5000,6489.48,0.2979
C007973,Sure Things,0.001556,4714582.746209142,0.596738,5000,7335.89,0.4672
C001169,Sure Things,0.000714,4716869.064858343,0.596648,5000,3367.84,-0.3264
C009581,Sure Things,0.001392,4710549.445235429,0.596474,5000,6557.08,0.3114
C018957,Sure Things,0.001555,4709500.821278831,0.596458,5000,7323.27,0.4647
C018724,Sure Things,0.001392,4708218.521643985,0.596346,5000,6553.84,0.3108
C015354,Sure Things,0.002752,4700167.809536188,0.596251,5000,12934.86,1.587
C017396,Sure Things,0.00073,4707305.981433228,0.596125,5000,3436.33,-0.3127
C002275,Sure Things,0.001499,4703443.382567584,0.59611,5000,7050.46,0.4101
C005628,Sure Things,0.001302,4703605.866703131,0.596068,5000,6124.09,0.2248
C003933,Sure Things,0.001392,4700122.601726525,0.5959,5000,6542.57,0.3085
C003813,Sure Things,0.0609,4422400.098446508,0.595888,5000,269324.17,52.8648
C000363,Sure Things,0.000665,4702732.652954838,0.595857,5000,3127.32,-0.3745
C011059,Sure Things,0.001392,4697462.767265423,0.595753,5000,6538.87,0.3078
C012987,Sure Things,0.001391,4697162.261078366,0.595736,5000,6533.75,0.3068
C003185,Sure Things,0.002939,4688246.110003493,0.595643,5000,13778.76,1.7558
C015079,Sure Things,0.0609,4412918.335541857,0.595366,5000,268746.73,52.7493
C009472,Sure Things,0.002752,4683713.142482187,0.595345,5000,12889.58,1.5779
C012186,Sure Things,0.001555,4683298.338104889,0.595015,5000,7282.53,0.4565
C004280,Sure Things,0.001555,4682786.544379619,0.594986,5000,7281.73,0.4563
C002193,Sure Things,0.001499,4676572.905684313,0.59463,5000,7010.18,0.402
C001965,Sure Things,0.00073,4676895.435223999,0.59445,5000,3414.13,-0.3172
C001731,Sure Things,0.000665,4673909.076201697,0.594269,5000,3108.15,-0.3784
C007175,Sure Things,0.001376,4670070.834857525,0.59424,5000,6426.02,0.2852
C009003,Sure Things,0.001391,4666992.891192712,0.594074,5000,6491.79,0.2984
C007533,Sure Things,0.001376,4667012.593959523,0.594071,5000,6421.81,0.2844
C002559,Sure Things,0.000673,4666887.730829407,0.593884,5000,3140.82,-0.3718
C000423,Sure Things,0.000665,4666911.377863942,0.593883,5000,3103.5,-0.3793
C003366,Persuadables,0.490005,204012.9062605516,0.59374,5000,99967.34,18.9935
C018413,Sure Things,0.001392,4660632.519350525,0.593724,5000,6487.6,0.2975
C003954,Sure Things,0.000711,4663734.05674554,0.59372,5000,3315.91,-0.3368
C004314,Sure Things,0.00138,4660200.915575034,0.593697,5000,6431.08,0.2862
C012970,Sure Things,0.000665,4662953.365871483,0.593665,5000,3100.86,-0.3798
C006424,Sure Things,0.001392,4656893.240629425,0.593518,5000,6482.4,0.2965
C015197,Sure Things,0.000714,4655619.998003115,0.593274,5000,3324.11,-0.3352
C000084,Sure Things,0.001302,4652337.791961388,0.593244,5000,6057.34,0.2115
C003400,Sure Things,0.001555,4649170.123759192,0.593135,5000,7229.46,0.4459
C004678,Sure Things,0.004086,4637128.001364856,0.593121,5000,18947.31,2.7895
C015242,Sure Things,0.001302,4650084.530837455,0.59312,5000,6054.41,0.2109
C019551,Sure Things,0.001302,4645666.470920561,0.592877,5000,6048.66,0.2097
C018594,Sure Things,0.000714,4647473.350995608,0.592825,5000,3318.3,-0.3363
C016569,Sure Things,0.000714,4646787.671646736,0.592787,5000,3317.81,-0.3364
C019123,Sure Things,0.001392,4642068.761169561,0.592701,5000,6461.76,0.2924
C007765,Sure Things,0.000747,4642095.850463022,0.592537,5000,3467.65,-0.3065
C019728,Sure Things,0.001392,4638365.06200408,0.592497,5000,6456.6,0.2913
C008322,Sure Things,0.001376,4631364.275124481,0.592108,5000,6372.76,0.2746
C016378,Sure Things,0.00073,4634112.059208604,0.592093,5000,3382.9,-0.3234
C015682,Sure Things,0.000714,4630968.105325179,0.591916,5000,3306.51,-0.3387
C007391,Sure Things,0.001302,4628071.128139927,0.591907,5000,6025.75,0.2052
C006194,Sure Things,0.000665,4627166.892113809,0.591694,5000,3077.07,-0.3846
C009816,Sure Things,0.001392,4621606.869248792,0.591574,5000,6433.28,0.2867
C003750,Sure Things,0.001392,4619972.677899815,0.591484,5000,6431.0,0.2862
C001243,Sure Things,0.00073,4619762.779951993,0.591303,5000,3372.43,-0.3255
C006158,Sure Things,0.001392,4616249.17096088,0.591279,5000,6425.82,0.2852
C010678,Sure Things,0.001392,4614192.845026829,0.591166,5000,6422.96,0.2846
C013810,Sure Things,0.0609,4335981.35728663,0.591127,5000,264061.26,51.8123
C000124,Sure Things,0.001376,4610328.35374869,0.590949,5000,6343.81,0.2688
C010325,Sure Things,0.000898,4609795.111663818,0.590797,5000,4139.6,-0.1721
C007832,Sure Things,0.001392,4605291.300915337,0.590675,5000,6410.57,0.2821
C010179,Persuadables,0.451055,329441.64455691434,0.590644,5000,148596.3,28.7193
C003283,Sure Things,0.001302,4604904.767293899,0.590631,5000,5995.59,0.1991
C001205,Sure Things,0.000898,4602836.433655246,0.590413,5000,4133.35,-0.1733
C018529,Sure Things,0.00073,4602785.928596824,0.590367,5000,3360.03,-0.328
C013251,Sure Things,0.001426,4599155.2121737385,0.590346,5000,6558.4,0.3117
C002446,Sure Things,0.00073,4602374.651296307,0.590345,5000,3359.73,-0.3281
C000581,Persuadables,0.47888,194217.57724384597,0.590343,5000,93006.91,17.6014
C013258,Sure Things,0.000747,4600365.001339117,0.590238,5000,3436.47,-0.3127
C017038,Persuadables,0.362298,733698.0687428769,0.590112,5000,265817.34,52.1635
C017129,Sure Things,0.001392,4593690.472633878,0.590036,5000,6394.42,0.2789
C003936,Persuadables,0.447462,333098.3091527784,0.589922,5000,149048.84,28.8098
C006598,Sure Things,0.001555,4589696.419779061,0.589858,5000,7136.98,0.4274
C017912,Persuadables,0.351893,777128.6592527039,0.589831,5000,273466.14,53.6932
C000454,Sure Things,0.058656,4322718.467054674,0.58982,5000,253553.37,49.7107
C007017,Sure Things,0.000665,4591474.554593898,0.589727,5000,3053.33,-0.3893
C016017,Persuadables,0.44835,324794.0484442443,0.589693,5000,145621.41,28.1243
C017393,Sure Things,0.001392,4586744.657485424,0.589654,5000,6384.75,0.2769
C000634,Sure Things,0.001376,4583837.606135951,0.589489,5000,6307.36,0.2615
C015750,Sure Things,0.001392,4582533.021625008,0.589422,5000,6378.89,0.2758
C019433,Sure Things,0.000833,4582941.531213677,0.589301,5000,3817.59,-0.2365
C016918,Sure Things,0.00094,4581144.299890302,0.589229,5000,4306.28,-0.1387
C008975,Sure Things,0.001392,4578395.841771104,0.589194,5000,6373.13,0.2746
C018447,Sure Things,0.001392,4575245.094380912,0.58902,5000,6368.74,0.2737
C015480,Sure Things,0.000665,4576424.52541799,0.588898,5000,3043.32,-0.3913
C016260,Sure Things,0.000714,4575497.415886816,0.58886,5000,3266.91,-0.3466
C017320,Sure Things,0.000833,4568818.941233564,0.588523,5000,3805.83,-0.2388
C009349,Sure Things,0.000747,4567643.16555268,0.588436,5000,3412.03,-0.3176
C004837,Sure Things,0.001392,4563962.250797337,0.588399,5000,6353.04,0.2706
C013805,Sure Things,0.00073,4566739.519315649,0.588382,5000,3333.72,-0.3333
C005217,Sure Things,0.001392,4563585.64325439,0.588378,5000,6352.51,0.2705
C017299,Sure Things,0.00073,4566510.402864538,0.588369,5000,3333.55,-0.3333
C015905,Sure Things,0.002625,4556672.771978918,0.588314,5000,11961.27,1.3923
C008082,Sure Things,0.000748,4562912.029991294,0.588175,5000,3413.06,-0.3174
C006678,Sure Things,0.000714,4562613.979551665,0.58815,5000,3257.71,-0.3485
C002121,Sure Things,0.001392,4557835.365863001,0.588061,5000,6344.51,0.2689
C017791,Sure Things,0.002163,4553823.187071293,0.588038,5000,9849.92,0.97
C004351,Sure Things,0.000714,4560532.847775475,0.588036,5000,3256.22,-0.3488
C011327,Sure Things,0.000714,4559125.967978486,0.587958,5000,3255.22,-0.349
C015335,Sure Things,0.000714,4558573.056869833,0.587928,5000,3254.82,-0.349
C009700,Sure Things,0.00073,4558119.509957482,0.587907,5000,3327.43,-0.3345
C018355,Sure Things,0.058656,4285591.452223758,0.587775,5000,251375.65,49.2751
C017459,Sure Things,0.000747,4554807.441422306,0.587729,5000,3402.44,-0.3195
C009870,Sure Things,0.00094,4553275.240938882,0.587694,5000,4280.08,-0.144
C015785,Sure Things,0.000747,4549838.312183902,0.587455,5000,3398.73,-0.3203
C005498,Sure Things,0.001426,4544855.851483312,0.587355,5000,6480.96,0.2962
C000774,Sure Things,0.001302,4543155.612963611,0.587229,5000,5915.19,0.183
C000108,Sure Things,0.001729,4539784.16170983,0.587153,5000,7849.29,0.5699
C000004,Sure Things,0.002589,4535618.005822578,0.587145,5000,11742.72,1.3485
C007512,Sure Things,0.000607,4544874.431623248,0.587145,5000,2758.74,-0.4483
C011507,Sure Things,0.00094,4541771.631023302,0.58706,5000,4269.27,-0.1461
C011196,Sure Things,0.000673,4542799.618517405,0.587048,5000,3057.3,-0.3885
C005151,Sure Things,0.000955,4541487.765603849,0.587048,5000,4337.12,-0.1326
C015796,Sure Things,0.004903,4522029.071684638,0.586991,5000,22171.51,3.4343
C012542,Sure Things,0.001392,4537735.207313574,0.586954,5000,6316.53,0.2633
C000163,Sure Things,0.000673,4541005.562934402,0.586949,5000,3056.1,-0.3888
C011308,Sure Things,0.00073,4538500.853566786,0.586826,5000,3313.11,-0.3374
C002508,Persuadables,0.459177,222143.08890312148,0.586819,5000,102003.0,19.4006
C013111,Sure Things,0.001376,4535259.796240412,0.586813,5000,6240.52,0.2481
C009717,Sure Things,0.001376,4535053.501574061,0.586802,5000,6240.23,0.248
C004221,Sure Things,0.00073,4537691.579299768,0.586781,5000,3312.51,-0.3375
C012641,Persuadables,0.437676,318757.3748823566,0.586618,5000,139512.45,26.9025
C005885,Sure Things,0.001335,4530799.905075066,0.586557,5000,6048.62,0.2097
C005702,Sure Things,0.001392,4529371.203480464,0.586493,5000,6304.88,0.261
C002924,Sure Things,0.002801,4522477.733211167,0.586475,5000,12667.46,1.5335
C015690,Sure Things,0.00073,4530825.314600349,0.586403,5000,3307.5,-0.3385
C011996,Sure Things,0.00073,4530484.363875222,0.586384,5000,3307.25,-0.3386
C009130,Sure Things,0.000714,4530460.068947227,0.586379,5000,3234.75,-0.353
C018414,Sure Things,0.000676,4529550.68043683,0.586319,5000,3061.98,-0.3876
C006826,Sure Things,0.001325,4526042.97161516,0.586292,5000,5997.01,0.1994
C003692,Sure Things,0.00073,4527718.662882094,0.586232,5000,3305.23,-0.339
C003792,Sure Things,0.000714,4525993.207449426,0.586133,5000,3231.56,-0.3537
C005750,Sure Things,0.00073,4525018.747719251,0.586083,5000,3303.26,-0.3393
C010815,Sure Things,0.000711,4522293.021560139,0.585928,5000,3215.35,-0.3569
C000810,Sure Things,0.001376,4518485.355004087,0.585889,5000,6217.44,0.2435
C009242,Sure Things,0.002901,4510793.360880755,0.585857,5000,13085.81,1.6172
C010005,Persuadables,0.342027,748936.4388948958,0.585743,5000,256156.48,50.2313
C009591,Sure Things,0.000844,4517731.013012786,0.585711,5000,3812.96,-0.2374
C015332,Sure Things,0.000748,4517639.642639069,0.585681,5000,3379.19,-0.3242
C012043,Sure Things,0.004026,4501381.625178963,0.585628,5000,18122.56,2.6245
C003095,Sure Things,0.001376,4513510.090958254,0.585615,5000,6210.59,0.2421
C014179,Sure Things,0.000655,4516677.045879936,0.585604,5000,2958.42,-0.4083
C016629,Sure Things,0.001392,4513118.345286155,0.585598,5000,6282.26,0.2565
C000428,Sure Things,0.000714,4514655.793554879,0.585508,5000,3223.46,-0.3553
C013986,Sure Things,0.001376,4507760.837776195,0.585298,5000,6202.68,0.2405
C015872,Sure Things,0.058656,4239616.53854129,0.585242,5000,248678.95,48.7358
C005718,Sure Things,0.000665,4508985.279029394,0.585183,5000,2998.48,-0.4003
C019522,Sure Things,0.015154,4440784.302838719,0.585148,5000,67295.65,12.4591
C016184,Sure Things,0.001335,4504226.67379776,0.585093,5000,6013.14,0.2026
C008601,Sure Things,0.001335,4503668.361574565,0.585062,5000,6012.4,0.2025
C011472,Sure Things,0.001335,4503599.082141111,0.585059,5000,6012.3,0.2025
C008349,Sure Things,0.029309,4373001.218253183,0.585051,5000,128168.29,24.6337
C002567,Sure Things,0.004041,4488856.59391205,0.584942,5000,18139.47,2.6279
C004681,Sure Things,0.000665,4502500.486790324,0.584826,5000,2994.16,-0.4012
C006071,Sure Things,0.015154,4434062.060976027,0.584778,5000,67193.78,12.4388
C014548,Sure Things,0.000747,4501007.604334777,0.584765,5000,3362.25,-0.3276
C003254,Sure Things,0.00073,4498677.762858677,0.584632,5000,3284.03,-0.3432
C002500,Sure Things,0.000747,4497779.664645739,0.584587,5000,3359.84,-0.328
C011720,Sure Things,0.001335,4490964.949713896,0.584363,5000,5995.44,0.1991
C014933,Sure Things,0.000673,4493631.417452293,0.584339,5000,3024.21,-0.3952
C007008,Sure Things,0.000714,4492531.852631957,0.584289,5000,3207.67,-0.3585
C017163,Sure Things,0.001376,4488256.8161945,0.584224,5000,6175.84,0.2352
C005320,Sure Things,0.00067,4490043.616080204,0.584141,5000,3008.33,-0.3983
C016624,Sure Things,0.000737,4485338.103285056,0.583899,5000,3305.69,-0.3389
C008215,Sure Things,0.00073,4484859.386563535,0.583871,5000,3273.95,-0.3452
C000421,Sure Things,0.00073,4484609.895808478,0.583857,5000,3273.77,-0.3452
C009950,Sure Things,0.000844,4482843.236395543,0.583789,5000,3783.52,-0.2433
C010310,Sure Things,0.00094,4480989.265181734,0.583712,5000,4212.13,-0.1576
C010176,Sure Things,0.001392,4478727.398609372,0.583703,5000,6234.39,0.2469
C003150,Sure Things,0.001645,4477257.357422104,0.583687,5000,7365.09,0.473
C005946,Sure Things,0.000955,4479937.309957985,0.583657,5000,4278.34,-0.1443
C010152,Sure Things,0.000655,4479848.522823356,0.583576,5000,2934.3,-0.4131
C012165,Sure Things,0.000714,4479097.27831744,0.583549,5000,3198.08,-0.3604
C004142,Sure Things,0.001499,4473787.008238285,0.583458,5000,6706.21,0.3412
C019804,Sure Things,0.000833,4476531.59769905,0.583439,5000,3728.95,-0.2542
C014298,Sure Things,0.002338,4468237.637699367,0.583368,5000,10446.74,1.0893
C006096,Sure Things,0.000655,4475693.1195234535,0.583347,5000,2931.58,-0.4137
C011475,Sure Things,0.00073,4473755.72755236,0.583259,5000,3265.84,-0.3468
C017141,Sure Things,0.000673,4473276.681710717,0.583218,5000,3010.52,-0.3979
C006072,Sure Things,0.00094,4471706.729679067,0.5832,5000,4203.4,-0.1593
C018921,Sure Things,0.001302,4469443.564478974,0.583169,5000,5819.22,0.1638
